,Geography,stateAbbr,stateFullName
6588,"Jeffersonville city, Indiana",IN, Indiana
6589,"Jonesboro city, Indiana",IN, Indiana
6590,"Jonesville town, Indiana",IN, Indiana
6591,"Kempton town, Indiana",IN, Indiana
6592,"Kendallville city, Indiana",IN, Indiana
6593,"Kennard town, Indiana",IN, Indiana
6595,"Kentland town, Indiana",IN, Indiana
6596,"Kewanna town, Indiana",IN, Indiana
6598,"Kingman town, Indiana",IN, Indiana
6599,"Kingsbury town, Indiana",IN, Indiana
6600,"Kingsford Heights town, Indiana",IN, Indiana
6601,"Kirklin town, Indiana",IN, Indiana
6602,"Knightsville town, Indiana",IN, Indiana
6603,"Knox city, Indiana",IN, Indiana
6604,"Kokomo city, Indiana",IN, Indiana
6606,"Kouts town, Indiana",IN, Indiana
6607,"Laconia town, Indiana",IN, Indiana
6608,"La Crosse town, Indiana",IN, Indiana
6609,"Ladoga town, Indiana",IN, Indiana
6610,"Lafayette city, Indiana",IN, Indiana
6611,"La Fontaine town, Indiana",IN, Indiana
6612,"Lagrange town, Indiana",IN, Indiana
6613,"Lagro town, Indiana",IN, Indiana
6617,"Lake Station city, Indiana",IN, Indiana
6620,"Lakeville town, Indiana",IN, Indiana
6622,"Lanesville town, Indiana",IN, Indiana
6623,"La Paz town, Indiana",IN, Indiana
6624,"Lapel town, Indiana",IN, Indiana
6625,"La Porte city, Indiana",IN, Indiana
6626,"Larwill town, Indiana",IN, Indiana
6627,"Laurel town, Indiana",IN, Indiana
6628,"Lawrence city, Indiana",IN, Indiana
6629,"Lawrenceburg city, Indiana",IN, Indiana
6630,"Leavenworth town, Indiana",IN, Indiana
6631,"Lebanon city, Indiana",IN, Indiana
6632,"Leesburg town, Indiana",IN, Indiana
6633,"Leo-Cedarville town, Indiana",IN, Indiana
6634,"Lewisville town, Indiana",IN, Indiana
6635,"Liberty town, Indiana",IN, Indiana
6636,"Ligonier city, Indiana",IN, Indiana
6637,"Linden town, Indiana",IN, Indiana
6638,"Linton city, Indiana",IN, Indiana
6639,"Little York town, Indiana",IN, Indiana
6640,"Livonia town, Indiana",IN, Indiana
6641,"Lizton town, Indiana",IN, Indiana
6642,"Logansport city, Indiana",IN, Indiana
6643,"Long Beach town, Indiana",IN, Indiana
6644,"Loogootee city, Indiana",IN, Indiana
6645,"Losantville town, Indiana",IN, Indiana
6646,"Lowell town, Indiana",IN, Indiana
6647,"Lynn town, Indiana",IN, Indiana
6648,"Lynnville town, Indiana",IN, Indiana
6649,"Lyons town, Indiana",IN, Indiana
6650,"McCordsville town, Indiana",IN, Indiana
6651,"Mackey town, Indiana",IN, Indiana
6652,"Macy town, Indiana",IN, Indiana
6653,"Madison city, Indiana",IN, Indiana
6655,"Marengo town, Indiana",IN, Indiana
6656,"Marion city, Indiana",IN, Indiana
6657,"Markle town, Indiana",IN, Indiana
6658,"Markleville town, Indiana",IN, Indiana
6659,"Marshall town, Indiana",IN, Indiana
6660,"Martinsville city, Indiana",IN, Indiana
6661,"Matthews town, Indiana",IN, Indiana
6662,"Mauckport town, Indiana",IN, Indiana
6663,"Mecca town, Indiana",IN, Indiana
6664,"Medaryville town, Indiana",IN, Indiana
6665,"Medora town, Indiana",IN, Indiana
6666,"Mellott town, Indiana",IN, Indiana
6669,"Mentone town, Indiana",IN, Indiana
6670,"Meridian Hills town, Indiana",IN, Indiana
6671,"Merom town, Indiana",IN, Indiana
6672,"Merrillville town, Indiana",IN, Indiana
6675,"Michiana Shores town, Indiana",IN, Indiana
6676,"Michigan City city, Indiana",IN, Indiana
6677,"Middlebury town, Indiana",IN, Indiana
6679,"Milan town, Indiana",IN, Indiana
6680,"Milford town, Indiana",IN, Indiana
6681,"Millersburg town, Indiana",IN, Indiana
6682,"Millhousen town, Indiana",IN, Indiana
6684,"Milton town, Indiana",IN, Indiana
6685,"Mishawaka city, Indiana",IN, Indiana
6686,"Mitchell city, Indiana",IN, Indiana
6687,"Modoc town, Indiana",IN, Indiana
6688,"Monon town, Indiana",IN, Indiana
6689,"Monroe town, Indiana",IN, Indiana
6690,"Monroe City town, Indiana",IN, Indiana
6691,"Monroeville town, Indiana",IN, Indiana
6692,"Monrovia town, Indiana",IN, Indiana
6693,"Monterey town, Indiana",IN, Indiana
6694,"Montezuma town, Indiana",IN, Indiana
6695,"Montgomery town, Indiana",IN, Indiana
6696,"Monticello city, Indiana",IN, Indiana
6698,"Montpelier city, Indiana",IN, Indiana
6699,"Mooreland town, Indiana",IN, Indiana
6700,"Moores Hill town, Indiana",IN, Indiana
6701,"Mooresville town, Indiana",IN, Indiana
6702,"Morocco town, Indiana",IN, Indiana
6703,"Mount Auburn town, Indiana",IN, Indiana
6704,"Mount Ayr town, Indiana",IN, Indiana
6705,"Mount Carmel town, Indiana",IN, Indiana
6706,"Mount Etna town, Indiana",IN, Indiana
6707,"Mount Summit town, Indiana",IN, Indiana
6708,"Mount Vernon city, Indiana",IN, Indiana
6709,"Mulberry town, Indiana",IN, Indiana
6710,"Muncie city, Indiana",IN, Indiana
6711,"Munster town, Indiana",IN, Indiana
6712,"Napoleon town, Indiana",IN, Indiana
6713,"Nappanee city, Indiana",IN, Indiana
6714,"Nashville town, Indiana",IN, Indiana
6715,"New Albany city, Indiana",IN, Indiana
6716,"New Amsterdam town, Indiana",IN, Indiana
6717,"Newberry town, Indiana",IN, Indiana
6718,"Newburgh town, Indiana",IN, Indiana
6719,"New Carlisle town, Indiana",IN, Indiana
6720,"New Castle city, Indiana",IN, Indiana
6721,"New Chicago town, Indiana",IN, Indiana
6723,"New Harmony town, Indiana",IN, Indiana
6724,"New Haven city, Indiana",IN, Indiana
6725,"New Market town, Indiana",IN, Indiana
6726,"New Palestine town, Indiana",IN, Indiana
6728,"New Pekin town, Indiana",IN, Indiana
6729,"New Point town, Indiana",IN, Indiana
6730,"Newport town, Indiana",IN, Indiana
6731,"New Richmond town, Indiana",IN, Indiana
6732,"New Ross town, Indiana",IN, Indiana
6736,"New Whiteland town, Indiana",IN, Indiana
6737,"Noblesville city, Indiana",IN, Indiana
6738,"North Crows Nest town, Indiana",IN, Indiana
6739,"North Judson town, Indiana",IN, Indiana
6740,"North Liberty town, Indiana",IN, Indiana
6741,"North Manchester town, Indiana",IN, Indiana
6742,"North Salem town, Indiana",IN, Indiana
6744,"North Vernon city, Indiana",IN, Indiana
6745,"North Webster town, Indiana",IN, Indiana
6747,"Oakland City city, Indiana",IN, Indiana
6748,"Odon town, Indiana",IN, Indiana
6749,"Ogden Dunes town, Indiana",IN, Indiana
6750,"Oldenburg town, Indiana",IN, Indiana
6751,"Onward town, Indiana",IN, Indiana
6752,"Oolitic town, Indiana",IN, Indiana
6753,"Orestes town, Indiana",IN, Indiana
6754,"Orland town, Indiana",IN, Indiana
6755,"Orleans town, Indiana",IN, Indiana
6756,"Osceola town, Indiana",IN, Indiana
6757,"Osgood town, Indiana",IN, Indiana
6758,"Ossian town, Indiana",IN, Indiana
6759,"Otterbein town, Indiana",IN, Indiana
6762,"Owensville town, Indiana",IN, Indiana
6763,"Oxford town, Indiana",IN, Indiana
6764,"Palmyra town, Indiana",IN, Indiana
6765,"Paoli town, Indiana",IN, Indiana
6766,"Paragon town, Indiana",IN, Indiana
6767,"Parker City town, Indiana",IN, Indiana
6769,"Patoka town, Indiana",IN, Indiana
6770,"Patriot town, Indiana",IN, Indiana
6771,"Pendleton town, Indiana",IN, Indiana
6772,"Pennville town, Indiana",IN, Indiana
6773,"Perrysville town, Indiana",IN, Indiana
6774,"Peru city, Indiana",IN, Indiana
6775,"Petersburg city, Indiana",IN, Indiana
6776,"Pierceton town, Indiana",IN, Indiana
6777,"Pine Village town, Indiana",IN, Indiana
6778,"Pittsboro town, Indiana",IN, Indiana
6779,"Plainfield town, Indiana",IN, Indiana
6780,"Plainville town, Indiana",IN, Indiana
6781,"Plymouth city, Indiana",IN, Indiana
6783,"Poneto town, Indiana",IN, Indiana
6784,"Portage city, Indiana",IN, Indiana
6785,"Porter town, Indiana",IN, Indiana
6786,"Portland city, Indiana",IN, Indiana
6787,"Poseyville town, Indiana",IN, Indiana
6788,"Pottawattamie Park town, Indiana",IN, Indiana
6789,"Princes Lakes town, Indiana",IN, Indiana
6790,"Princeton city, Indiana",IN, Indiana
6793,"Redkey town, Indiana",IN, Indiana
6794,"Remington town, Indiana",IN, Indiana
6795,"Rensselaer city, Indiana",IN, Indiana
6796,"Reynolds town, Indiana",IN, Indiana
6797,"Richland town, Indiana",IN, Indiana
6798,"Richmond city, Indiana",IN, Indiana
6799,"Ridgeville town, Indiana",IN, Indiana
6800,"Riley town, Indiana",IN, Indiana
6801,"Rising Sun city, Indiana",IN, Indiana
6802,"Roachdale town, Indiana",IN, Indiana
6803,"Roann town, Indiana",IN, Indiana
6804,"Roanoke town, Indiana",IN, Indiana
6805,"Rochester city, Indiana",IN, Indiana
6806,"Rockport city, Indiana",IN, Indiana
6807,"Rockville town, Indiana",IN, Indiana
6808,"Rocky Ripple town, Indiana",IN, Indiana
6810,"Rome City town, Indiana",IN, Indiana
6811,"Rosedale town, Indiana",IN, Indiana
6812,"Roseland town, Indiana",IN, Indiana
6814,"Rossville town, Indiana",IN, Indiana
6815,"Royal Center town, Indiana",IN, Indiana
6816,"Rushville city, Indiana",IN, Indiana
6817,"Russellville town, Indiana",IN, Indiana
6818,"Russiaville town, Indiana",IN, Indiana
6819,"Salamonia town, Indiana",IN, Indiana
6820,"Salem city, Indiana",IN, Indiana
6821,"Saltillo town, Indiana",IN, Indiana
6822,"Sandborn town, Indiana",IN, Indiana
6824,"Santa Claus town, Indiana",IN, Indiana
6825,"Saratoga town, Indiana",IN, Indiana
6826,"Schererville town, Indiana",IN, Indiana
6827,"Schneider town, Indiana",IN, Indiana
6830,"Scottsburg city, Indiana",IN, Indiana
6831,"Seelyville town, Indiana",IN, Indiana
6832,"Sellersburg town, Indiana",IN, Indiana
6833,"Selma town, Indiana",IN, Indiana
6834,"Seymour city, Indiana",IN, Indiana
6835,"Shadeland town, Indiana",IN, Indiana
6836,"Shamrock Lakes town, Indiana",IN, Indiana
6837,"Sharpsville town, Indiana",IN, Indiana
6838,"Shelburn town, Indiana",IN, Indiana
6840,"Shelbyville city, Indiana",IN, Indiana
6842,"Sheridan town, Indiana",IN, Indiana
6843,"Shipshewana town, Indiana",IN, Indiana
6844,"Shirley town, Indiana",IN, Indiana
6845,"Shoals town, Indiana",IN, Indiana
6847,"Sidney town, Indiana",IN, Indiana
6848,"Silver Lake town, Indiana",IN, Indiana
6852,"Somerville town, Indiana",IN, Indiana
6853,"South Bend city, Indiana",IN, Indiana
6855,"Southport city, Indiana",IN, Indiana
6856,"South Whitley town, Indiana",IN, Indiana
6857,"Speedway town, Indiana",IN, Indiana
6858,"Spencer town, Indiana",IN, Indiana
6859,"Spiceland town, Indiana",IN, Indiana
6860,"Spring Grove town, Indiana",IN, Indiana
6861,"Spring Lake town, Indiana",IN, Indiana
6862,"Springport town, Indiana",IN, Indiana
6863,"Spurgeon town, Indiana",IN, Indiana
6865,"State Line City town, Indiana",IN, Indiana
6866,"Staunton town, Indiana",IN, Indiana
6867,"Stilesville town, Indiana",IN, Indiana
6868,"Stinesville town, Indiana",IN, Indiana
6869,"Straughn town, Indiana",IN, Indiana
6870,"Sullivan city, Indiana",IN, Indiana
6871,"Sulphur Springs town, Indiana",IN, Indiana
6872,"Summitville town, Indiana",IN, Indiana
6873,"Sunman town, Indiana",IN, Indiana
6874,"Swayzee town, Indiana",IN, Indiana
6875,"Sweetser town, Indiana",IN, Indiana
6876,"Switz City town, Indiana",IN, Indiana
6877,"Syracuse town, Indiana",IN, Indiana
6880,"Tell City city, Indiana",IN, Indiana
6881,"Tennyson town, Indiana",IN, Indiana
6882,"Terre Haute city, Indiana",IN, Indiana
6883,"Tipton city, Indiana",IN, Indiana
6884,"Topeka town, Indiana",IN, Indiana
6885,"Town of Pines town, Indiana",IN, Indiana
6886,"Trafalgar town, Indiana",IN, Indiana
6887,"Trail Creek town, Indiana",IN, Indiana
6889,"Troy town, Indiana",IN, Indiana
6890,"Ulen town, Indiana",IN, Indiana
6891,"Union City city, Indiana",IN, Indiana
6892,"Uniondale town, Indiana",IN, Indiana
6893,"Universal town, Indiana",IN, Indiana
6894,"Upland town, Indiana",IN, Indiana
6895,"Utica town, Indiana",IN, Indiana
6897,"Valparaiso city, Indiana",IN, Indiana
6899,"Van Buren town, Indiana",IN, Indiana
6900,"Veedersburg town, Indiana",IN, Indiana
6901,"Vera Cruz town, Indiana",IN, Indiana
6902,"Vernon town, Indiana",IN, Indiana
6903,"Versailles town, Indiana",IN, Indiana
6904,"Vevay town, Indiana",IN, Indiana
6905,"Vincennes city, Indiana",IN, Indiana
6906,"Wabash city, Indiana",IN, Indiana
6907,"Wakarusa town, Indiana",IN, Indiana
6909,"Walkerton town, Indiana",IN, Indiana
6910,"Wallace town, Indiana",IN, Indiana
6911,"Walton town, Indiana",IN, Indiana
6912,"Wanatah town, Indiana",IN, Indiana
6913,"Warren town, Indiana",IN, Indiana
6914,"Warren Park town, Indiana",IN, Indiana
6915,"Warsaw city, Indiana",IN, Indiana
6916,"Washington city, Indiana",IN, Indiana
6917,"Waterloo town, Indiana",IN, Indiana
6918,"Waveland town, Indiana",IN, Indiana
6919,"West Baden Springs town, Indiana",IN, Indiana
6920,"West College Corner town, Indiana",IN, Indiana
6921,"Westfield city, Indiana",IN, Indiana
6922,"West Lafayette city, Indiana",IN, Indiana
6923,"West Lebanon town, Indiana",IN, Indiana
6926,"Westport town, Indiana",IN, Indiana
6927,"West Terre Haute town, Indiana",IN, Indiana
6928,"Westville town, Indiana",IN, Indiana
6929,"Wheatfield town, Indiana",IN, Indiana
6930,"Wheatland town, Indiana",IN, Indiana
6932,"Whiteland town, Indiana",IN, Indiana
6933,"Whitewater town, Indiana",IN, Indiana
6934,"Whiting city, Indiana",IN, Indiana
6935,"Wilkinson town, Indiana",IN, Indiana
6937,"Williams Creek town, Indiana",IN, Indiana
6938,"Williamsport town, Indiana",IN, Indiana
6939,"Winamac town, Indiana",IN, Indiana
6940,"Winchester city, Indiana",IN, Indiana
6941,"Windfall City town, Indiana",IN, Indiana
6942,"Winfield town, Indiana",IN, Indiana
6943,"Wingate town, Indiana",IN, Indiana
6944,"Winona Lake town, Indiana",IN, Indiana
6945,"Winslow town, Indiana",IN, Indiana
6946,"Wolcott town, Indiana",IN, Indiana
6947,"Wolcottville town, Indiana",IN, Indiana
6948,"Woodburn city, Indiana",IN, Indiana
6949,"Worthington town, Indiana",IN, Indiana
6950,"Wynnedale town, Indiana",IN, Indiana
6951,"Yeoman town, Indiana",IN, Indiana
6952,"Zanesville town, Indiana",IN, Indiana
6953,"Zionsville town, Indiana",IN, Indiana
6954,"Ackley city, Iowa",IA, Iowa
6955,"Ackworth city, Iowa",IA, Iowa
6956,"Adair city, Iowa",IA, Iowa
6957,"Adel city, Iowa",IA, Iowa
6958,"Afton city, Iowa",IA, Iowa
6959,"Agency city, Iowa",IA, Iowa
6960,"Ainsworth city, Iowa",IA, Iowa
6961,"Akron city, Iowa",IA, Iowa
6962,"Albert City city, Iowa",IA, Iowa
6963,"Albia city, Iowa",IA, Iowa
6964,"Albion city, Iowa",IA, Iowa
6965,"Alburnett city, Iowa",IA, Iowa
6966,"Alden city, Iowa",IA, Iowa
6967,"Alexander city, Iowa",IA, Iowa
6968,"Algona city, Iowa",IA, Iowa
6969,"Alleman city, Iowa",IA, Iowa
6970,"Allerton city, Iowa",IA, Iowa
6971,"Allison city, Iowa",IA, Iowa
6972,"Alta city, Iowa",IA, Iowa
6973,"Alta Vista city, Iowa",IA, Iowa
6974,"Alton city, Iowa",IA, Iowa
6975,"Altoona city, Iowa",IA, Iowa
6976,"Alvord city, Iowa",IA, Iowa
6978,"Ames city, Iowa",IA, Iowa
6979,"Anamosa city, Iowa",IA, Iowa
6981,"Andover city, Iowa",IA, Iowa
6982,"Andrew city, Iowa",IA, Iowa
6983,"Anita city, Iowa",IA, Iowa
6984,"Ankeny city, Iowa",IA, Iowa
6985,"Anthon city, Iowa",IA, Iowa
6986,"Aplington city, Iowa",IA, Iowa
6987,"Arcadia city, Iowa",IA, Iowa
6988,"Archer city, Iowa",IA, Iowa
6989,"Aredale city, Iowa",IA, Iowa
6990,"Arion city, Iowa",IA, Iowa
6991,"Arispe city, Iowa",IA, Iowa
6992,"Arlington city, Iowa",IA, Iowa
6993,"Armstrong city, Iowa",IA, Iowa
6994,"Arnolds Park city, Iowa",IA, Iowa
6995,"Arthur city, Iowa",IA, Iowa
6996,"Asbury city, Iowa",IA, Iowa
6997,"Ashton city, Iowa",IA, Iowa
6998,"Aspinwall city, Iowa",IA, Iowa
6999,"Atalissa city, Iowa",IA, Iowa
7001,"Atkins city, Iowa",IA, Iowa
7002,"Atlantic city, Iowa",IA, Iowa
7003,"Auburn city, Iowa",IA, Iowa
7004,"Audubon city, Iowa",IA, Iowa
7005,"Aurelia city, Iowa",IA, Iowa
7006,"Aurora city, Iowa",IA, Iowa
7007,"Avoca city, Iowa",IA, Iowa
7008,"Ayrshire city, Iowa",IA, Iowa
7009,"Badger city, Iowa",IA, Iowa
7010,"Bagley city, Iowa",IA, Iowa
7011,"Baldwin city, Iowa",IA, Iowa
7012,"Bancroft city, Iowa",IA, Iowa
7013,"Bankston city, Iowa",IA, Iowa
7014,"Barnes City city, Iowa",IA, Iowa
7015,"Barnum city, Iowa",IA, Iowa
7017,"Bassett city, Iowa",IA, Iowa
7018,"Batavia city, Iowa",IA, Iowa
7019,"Battle Creek city, Iowa",IA, Iowa
7020,"Baxter city, Iowa",IA, Iowa
7021,"Bayard city, Iowa",IA, Iowa
7022,"Beacon city, Iowa",IA, Iowa
7023,"Beaconsfield city, Iowa",IA, Iowa
7024,"Beaman city, Iowa",IA, Iowa
7025,"Beaver city, Iowa",IA, Iowa
7027,"Bedford city, Iowa",IA, Iowa
7028,"Belle Plaine city, Iowa",IA, Iowa
7029,"Bellevue city, Iowa",IA, Iowa
7030,"Belmond city, Iowa",IA, Iowa
7031,"Bennett city, Iowa",IA, Iowa
7033,"Benton city, Iowa",IA, Iowa
7034,"Berkley city, Iowa",IA, Iowa
7035,"Bernard city, Iowa",IA, Iowa
7036,"Bertram city, Iowa",IA, Iowa
7037,"Bettendorf city, Iowa",IA, Iowa
7038,"Bevington city, Iowa",IA, Iowa
7039,"Birmingham city, Iowa",IA, Iowa
7040,"Blairsburg city, Iowa",IA, Iowa
7041,"Blakesburg city, Iowa",IA, Iowa
7042,"Blanchard city, Iowa",IA, Iowa
7043,"Blencoe city, Iowa",IA, Iowa
7044,"Blockton city, Iowa",IA, Iowa
7045,"Bloomfield city, Iowa",IA, Iowa
7046,"Blue Grass city, Iowa",IA, Iowa
7047,"Bode city, Iowa",IA, Iowa
7049,"Bonaparte city, Iowa",IA, Iowa
7050,"Bondurant city, Iowa",IA, Iowa
7051,"Boone city, Iowa",IA, Iowa
7052,"Bouton city, Iowa",IA, Iowa
7053,"Boxholm city, Iowa",IA, Iowa
7054,"Boyden city, Iowa",IA, Iowa
7055,"Braddyville city, Iowa",IA, Iowa
7057,"Bradgate city, Iowa",IA, Iowa
7058,"Brandon city, Iowa",IA, Iowa
7059,"Brayton city, Iowa",IA, Iowa
7060,"Breda city, Iowa",IA, Iowa
7061,"Bridgewater city, Iowa",IA, Iowa
7062,"Brighton city, Iowa",IA, Iowa
7063,"Bristow city, Iowa",IA, Iowa
7064,"Britt city, Iowa",IA, Iowa
7065,"Bronson city, Iowa",IA, Iowa
7066,"Brooklyn city, Iowa",IA, Iowa
7067,"Brunsville city, Iowa",IA, Iowa
7068,"Buckeye city, Iowa",IA, Iowa
7069,"Buck Grove city, Iowa",IA, Iowa
7070,"Buffalo city, Iowa",IA, Iowa
7071,"Buffalo Center city, Iowa",IA, Iowa
7073,"Burlington city, Iowa",IA, Iowa
7075,"Burt city, Iowa",IA, Iowa
7076,"Bussey city, Iowa",IA, Iowa
7077,"Calamus city, Iowa",IA, Iowa
7079,"Callender city, Iowa",IA, Iowa
7080,"Calmar city, Iowa",IA, Iowa
7081,"Calumet city, Iowa",IA, Iowa
7082,"Camanche city, Iowa",IA, Iowa
7083,"Cambridge city, Iowa",IA, Iowa
7084,"Cantril city, Iowa",IA, Iowa
7085,"Carbon city, Iowa",IA, Iowa
7086,"Carlisle city, Iowa",IA, Iowa
7087,"Carpenter city, Iowa",IA, Iowa
7088,"Carroll city, Iowa",IA, Iowa
7089,"Carson city, Iowa",IA, Iowa
7090,"Carter Lake city, Iowa",IA, Iowa
7091,"Cascade city, Iowa",IA, Iowa
7092,"Casey city, Iowa",IA, Iowa
7093,"Castalia city, Iowa",IA, Iowa
7094,"Castana city, Iowa",IA, Iowa
7095,"Cedar Falls city, Iowa",IA, Iowa
7096,"Cedar Rapids city, Iowa",IA, Iowa
7098,"Center Point city, Iowa",IA, Iowa
7099,"Centerville city, Iowa",IA, Iowa
7100,"Central City city, Iowa",IA, Iowa
7101,"Centralia city, Iowa",IA, Iowa
7103,"Chariton city, Iowa",IA, Iowa
7104,"Charles City city, Iowa",IA, Iowa
7105,"Charlotte city, Iowa",IA, Iowa
7106,"Charter Oak city, Iowa",IA, Iowa
7107,"Chatsworth city, Iowa",IA, Iowa
7108,"Chelsea city, Iowa",IA, Iowa
7109,"Cherokee city, Iowa",IA, Iowa
7110,"Chester city, Iowa",IA, Iowa
7111,"Chillicothe city, Iowa",IA, Iowa
7112,"Churdan city, Iowa",IA, Iowa
7113,"Cincinnati city, Iowa",IA, Iowa
7114,"Clare city, Iowa",IA, Iowa
7115,"Clarence city, Iowa",IA, Iowa
7116,"Clarinda city, Iowa",IA, Iowa
7117,"Clarion city, Iowa",IA, Iowa
7118,"Clarksville city, Iowa",IA, Iowa
7119,"Clayton city, Iowa",IA, Iowa
7120,"Clearfield city, Iowa",IA, Iowa
7121,"Clear Lake city, Iowa",IA, Iowa
7122,"Cleghorn city, Iowa",IA, Iowa
7123,"Clemons city, Iowa",IA, Iowa
7124,"Clermont city, Iowa",IA, Iowa
7126,"Clinton city, Iowa",IA, Iowa
7127,"Clio city, Iowa",IA, Iowa
7128,"Clive city, Iowa",IA, Iowa
7129,"Clutier city, Iowa",IA, Iowa
7131,"Coburg city, Iowa",IA, Iowa
7132,"Coggon city, Iowa",IA, Iowa
7133,"Coin city, Iowa",IA, Iowa
7134,"Colesburg city, Iowa",IA, Iowa
7135,"Colfax city, Iowa",IA, Iowa
7136,"College Springs city, Iowa",IA, Iowa
7137,"Collins city, Iowa",IA, Iowa
7138,"Colo city, Iowa",IA, Iowa
7139,"Columbus City city, Iowa",IA, Iowa
7140,"Columbus Junction city, Iowa",IA, Iowa
7141,"Colwell city, Iowa",IA, Iowa
7142,"Conesville city, Iowa",IA, Iowa
7143,"Conrad city, Iowa",IA, Iowa
7145,"Conway city, Iowa",IA, Iowa
7146,"Coon Rapids city, Iowa",IA, Iowa
7147,"Coppock city, Iowa",IA, Iowa
7148,"Coralville city, Iowa",IA, Iowa
7150,"Corning city, Iowa",IA, Iowa
7151,"Correctionville city, Iowa",IA, Iowa
7152,"Corwith city, Iowa",IA, Iowa
7153,"Corydon city, Iowa",IA, Iowa
7154,"Cotter city, Iowa",IA, Iowa
7155,"Coulter city, Iowa",IA, Iowa
7156,"Council Bluffs city, Iowa",IA, Iowa
7157,"Craig city, Iowa",IA, Iowa
7158,"Crawfordsville city, Iowa",IA, Iowa
7159,"Crescent city, Iowa",IA, Iowa
7160,"Cresco city, Iowa",IA, Iowa
7161,"Creston city, Iowa",IA, Iowa
7162,"Cromwell city, Iowa",IA, Iowa
7163,"Crystal Lake city, Iowa",IA, Iowa
7164,"Cumberland city, Iowa",IA, Iowa
7165,"Cumming city, Iowa",IA, Iowa
7166,"Curlew city, Iowa",IA, Iowa
7167,"Cushing city, Iowa",IA, Iowa
7168,"Cylinder city, Iowa",IA, Iowa
7169,"Dakota City city, Iowa",IA, Iowa
7170,"Dallas Center city, Iowa",IA, Iowa
7171,"Dana city, Iowa",IA, Iowa
7172,"Danbury city, Iowa",IA, Iowa
7173,"Danville city, Iowa",IA, Iowa
7174,"Davenport city, Iowa",IA, Iowa
7175,"Davis City city, Iowa",IA, Iowa
7176,"Dawson city, Iowa",IA, Iowa
7177,"Dayton city, Iowa",IA, Iowa
7178,"Decatur City city, Iowa",IA, Iowa
7179,"Decorah city, Iowa",IA, Iowa
7180,"Dedham city, Iowa",IA, Iowa
7181,"Deep River city, Iowa",IA, Iowa
7182,"Defiance city, Iowa",IA, Iowa
7183,"Delaware city, Iowa",IA, Iowa
7184,"Delhi city, Iowa",IA, Iowa
7185,"Delmar city, Iowa",IA, Iowa
7186,"Deloit city, Iowa",IA, Iowa
7187,"Delphos city, Iowa",IA, Iowa
7188,"Delta city, Iowa",IA, Iowa
7189,"Denison city, Iowa",IA, Iowa
7191,"Denver city, Iowa",IA, Iowa
7192,"Derby city, Iowa",IA, Iowa
7193,"Des Moines city, Iowa",IA, Iowa
7194,"De Soto city, Iowa",IA, Iowa
7195,"De Witt city, Iowa",IA, Iowa
7196,"Dexter city, Iowa",IA, Iowa
7197,"Diagonal city, Iowa",IA, Iowa
7198,"Dickens city, Iowa",IA, Iowa
7199,"Dike city, Iowa",IA, Iowa
7200,"Dixon city, Iowa",IA, Iowa
7201,"Dolliver city, Iowa",IA, Iowa
7202,"Donahue city, Iowa",IA, Iowa
7203,"Donnellson city, Iowa",IA, Iowa
7204,"Doon city, Iowa",IA, Iowa
7206,"Dougherty city, Iowa",IA, Iowa
7207,"Dow City city, Iowa",IA, Iowa
7208,"Dows city, Iowa",IA, Iowa
7209,"Drakesville city, Iowa",IA, Iowa
7210,"Dubuque city, Iowa",IA, Iowa
7211,"Dumont city, Iowa",IA, Iowa
7213,"Duncombe city, Iowa",IA, Iowa
7214,"Dundee city, Iowa",IA, Iowa
7215,"Dunkerton city, Iowa",IA, Iowa
7216,"Dunlap city, Iowa",IA, Iowa
7217,"Durango city, Iowa",IA, Iowa
7218,"Durant city, Iowa",IA, Iowa
7219,"Dyersville city, Iowa",IA, Iowa
7220,"Dysart city, Iowa",IA, Iowa
7221,"Eagle Grove city, Iowa",IA, Iowa
7222,"Earlham city, Iowa",IA, Iowa
7223,"Earling city, Iowa",IA, Iowa
7224,"Earlville city, Iowa",IA, Iowa
7225,"Early city, Iowa",IA, Iowa
7227,"East Peru city, Iowa",IA, Iowa
7228,"Eddyville city, Iowa",IA, Iowa
7229,"Edgewood city, Iowa",IA, Iowa
7230,"Elberon city, Iowa",IA, Iowa
7231,"Eldon city, Iowa",IA, Iowa
7232,"Eldora city, Iowa",IA, Iowa
7233,"Eldridge city, Iowa",IA, Iowa
7234,"Elgin city, Iowa",IA, Iowa
7235,"Elkader city, Iowa",IA, Iowa
7236,"Elkhart city, Iowa",IA, Iowa
7237,"Elk Horn city, Iowa",IA, Iowa
7238,"Elkport city, Iowa",IA, Iowa
7239,"Elk Run Heights city, Iowa",IA, Iowa
7240,"Elliott city, Iowa",IA, Iowa
7241,"Ellston city, Iowa",IA, Iowa
7242,"Ellsworth city, Iowa",IA, Iowa
7243,"Elma city, Iowa",IA, Iowa
7244,"Ely city, Iowa",IA, Iowa
7245,"Emerson city, Iowa",IA, Iowa
7246,"Emmetsburg city, Iowa",IA, Iowa
7247,"Epworth city, Iowa",IA, Iowa
7248,"Essex city, Iowa",IA, Iowa
7249,"Estherville city, Iowa",IA, Iowa
7250,"Evansdale city, Iowa",IA, Iowa
7251,"Everly city, Iowa",IA, Iowa
7252,"Exira city, Iowa",IA, Iowa
7253,"Exline city, Iowa",IA, Iowa
7254,"Fairbank city, Iowa",IA, Iowa
7255,"Fairfax city, Iowa",IA, Iowa
